timestamp,SPY_close,EWA_close,EWC_close,EWJ_close,EWU_close,EWZ_close,EWW_close,EZU_close,IWM_close,MCHI_close
2022-05-23 04:00:00+00:00,396.92,24.35,36.84,57.64,32.71,34.84,51.02,40.76,178.21,49.76
2022-05-24 04:00:00+00:00,393.89,24.32,36.47,57.42,32.77,34.78,51.2,40.64,175.57,47.85
2022-05-25 04:00:00+00:00,397.37,24.4,36.65,57.54,32.94,34.75,51.6,40.74,178.73,48.3
2022-05-26 04:00:00+00:00,405.31,24.43,37.03,57.99,33.05,35.5,51.97,41.41,182.72,49.97
2022-05-27 04:00:00+00:00,415.26,24.95,37.62,58.34,33.21,35.72,53.16,42.07,187.64,50.21
2022-05-31 04:00:00+00:00,412.93,24.68,37.83,57.6,33.17,35.25,52.07,41.85,185.31,51.79
2022-06-01 04:00:00+00:00,409.59,24.76,37.75,57.63,32.71,35.1,51.65,41.21,184.26,51.29
2022-06-02 04:00:00+00:00,417.34,25.34,38.58,58.22,33.33,35.54,51.5,42.24,188.71,52.72
2022-06-03 04:00:00+00:00,410.54,24.98,38.02,57.01,32.88,35.24,51.23,41.71,187.06,51.91
2022-06-06 04:00:00+00:00,411.79,24.94,38.16,57.32,33.07,34.87,50.49,41.99,187.87,53.14
2022-06-07 04:00:00+00:00,415.74,24.88,38.48,57.5,33.35,34.29,50.67,42.015,190.9,54.1
2022-06-08 04:00:00+00:00,411.22,24.45,38.12,56.75,32.88,33.52,50.48,41.43,187.95,55.82
2022-06-09 04:00:00+00:00,401.44,23.01,37.02,55.8,31.61,31.48,49.12,39.41,183.57,53.32
2022-06-10 04:00:00+00:00,389.8,22.38,36.23,54.79,30.88,30.53,47.41,38.19,178.59,53.45
2022-06-13 04:00:00+00:00,375.0,21.41,35.0,53.26,29.95,29.02,46.04,36.78,170.2,51.15
2022-06-14 04:00:00+00:00,373.87,21.24,34.58,52.9,29.49,28.8,45.5,36.38,169.38,52.77
2022-06-15 04:00:00+00:00,379.2,21.67,34.89,53.49,30.27,29.58,46.32,37.32,171.86,53.8
2022-06-16 04:00:00+00:00,366.65,21.18,33.69,52.64,29.63,28.27,45.27,36.23,163.9,51.88
2022-06-17 04:00:00+00:00,365.86,20.81,33.31,52.06,29.18,27.92,45.81,36.38,165.18,52.78
2022-06-21 04:00:00+00:00,375.07,21.31,34.23,52.6,29.95,27.89,46.38,36.89,168.14,54.2
2022-06-22 04:00:00+00:00,374.39,21.07,33.71,52.34,29.62,27.74,45.95,36.61,167.82,53.36
2022-06-23 04:00:00+00:00,378.06,21.04,33.06,52.66,29.44,27.14,45.69,36.39,169.83,54.31
2022-06-24 04:00:00+00:00,390.08,21.61,33.93,53.7,30.38,27.2,47.33,37.58,175.09,55.81
2022-06-27 04:00:00+00:00,388.59,21.56,34.34,53.23,30.34,27.9,47.56,37.385,175.74,55.96
2022-06-28 04:00:00+00:00,380.65,21.52,34.29,53.15,30.26,27.66,47.11,37.03,172.44,55.97
2022-06-29 04:00:00+00:00,380.34,21.46,33.99,52.91,30.19,27.78,46.76,36.62,170.69,55.66
2022-06-30 04:00:00+00:00,377.25,21.22,33.68,52.83,29.96,27.39,46.59,36.35,169.36,55.81
2022-07-01 04:00:00+00:00,381.24,21.09,34.04,53.05,29.89,27.07,46.46,36.43,171.41,55.83
2022-07-05 04:00:00+00:00,381.96,20.82,33.2,52.71,29.01,26.43,45.68,35.14,172.83,55.62
2022-07-06 04:00:00+00:00,383.25,20.97,33.02,52.7,29.14,26.37,45.66,35.07,171.55,54.79
2022-07-07 04:00:00+00:00,388.99,21.41,33.76,53.45,29.6,27.31,45.55,35.65,175.61,56.02
2022-07-08 04:00:00+00:00,388.67,21.32,33.75,53.72,29.49,27.54,45.96,35.75,175.59,55.52
2022-07-11 04:00:00+00:00,384.23,20.75,33.27,52.99,29.15,26.45,45.19,35.02,172.06,53.05
2022-07-12 04:00:00+00:00,380.83,20.84,33.0,53.01,29.17,26.14,45.14,34.94,171.47,52.78
2022-07-13 04:00:00+00:00,378.83,20.87,33.01,52.73,29.11,26.25,45.12,35.03,171.32,52.54
2022-07-14 04:00:00+00:00,377.91,20.66,32.05,52.21,28.51,25.58,44.4,34.44,169.56,51.9
2022-07-15 04:00:00+00:00,385.13,21.07,32.39,52.76,29.04,25.93,45.45,35.205,173.09,51.31
2022-07-18 04:00:00+00:00,381.95,21.06,32.89,52.86,29.25,25.96,45.56,35.445,172.6,52.15
2022-07-19 04:00:00+00:00,392.27,21.56,33.76,53.62,29.89,26.26,45.66,36.82,178.69,52.63
2022-07-20 04:00:00+00:00,394.77,21.55,33.89,53.85,29.59,25.99,45.48,36.34,181.49,52.21
2022-07-21 04:00:00+00:00,398.79,21.75,33.96,54.53,29.71,26.02,45.35,36.83,182.42,52.57
2022-07-22 04:00:00+00:00,395.09,21.75,33.73,54.7,29.64,26.05,45.55,36.61,179.51,51.36
2022-07-25 04:00:00+00:00,395.57,22.02,34.19,54.69,30.06,27.08,45.7,36.94,180.44,51.6
2022-07-26 04:00:00+00:00,390.89,21.74,33.77,54.09,29.88,27.07,45.21,36.15,179.33,51.38
2022-07-27 04:00:00+00:00,401.04,22.35,34.55,55.18,30.6,28.02,45.71,37.17,183.41,51.89
2022-07-28 04:00:00+00:00,406.04,22.45,34.86,55.63,30.5,28.83,46.91,37.45,185.89,51.31
2022-07-29 04:00:00+00:00,411.99,22.74,35.31,56.15,30.91,29.02,46.8,38.16,187.25,49.69
2022-08-01 04:00:00+00:00,410.77,22.73,34.96,56.87,30.9,28.67,46.05,38.06,187.18,49.11
2022-08-02 04:00:00+00:00,408.06,22.44,34.76,55.79,30.63,28.47,44.6,37.44,187.0,48.83
2022-08-03 04:00:00+00:00,414.45,22.55,34.97,55.67,30.81,28.5,45.5,38.04,189.75,49.25
2022-08-04 04:00:00+00:00,414.17,22.54,34.94,55.65,30.81,29.31,45.83,38.37,189.35,50.0
2022-08-05 04:00:00+00:00,413.47,22.38,34.76,55.31,30.64,29.75,45.34,38.04,190.8,49.61
2022-08-08 04:00:00+00:00,412.99,22.59,35.06,55.29,30.73,30.67,46.39,38.13,192.82,49.24
2022-08-09 04:00:00+00:00,411.35,22.41,34.82,54.74,30.77,30.72,46.29,37.93,190.19,48.95
2022-08-10 04:00:00+00:00,419.99,23.02,35.69,56.31,31.27,31.41,47.16,38.74,195.62,48.95
2022-08-11 04:00:00+00:00,419.99,23.04,35.89,56.29,31.1,30.85,47.8,38.72,196.35,49.84
2022-08-12 04:00:00+00:00,427.1,23.25,36.24,57.03,31.27,31.99,48.66,39.04,200.36,49.98
2022-08-15 04:00:00+00:00,428.86,22.98,35.85,57.26,31.01,32.02,48.41,38.64,201.07,49.75
2022-08-16 04:00:00+00:00,429.7,23.1,36.26,56.99,31.19,31.9,48.45,38.75,200.99,49.45
2022-08-17 04:00:00+00:00,426.65,22.81,35.88,56.81,30.99,31.77,48.14,38.3,197.61,49.3
2022-08-18 04:00:00+00:00,427.89,22.91,35.98,56.61,30.92,31.86,47.85,38.04,198.92,48.82
2022-08-19 04:00:00+00:00,422.14,22.6,35.53,55.63,30.55,31.17,47.5,37.42,194.65,48.47
2022-08-22 04:00:00+00:00,413.35,22.37,35.16,55.06,30.3,30.97,47.07,36.29,190.64,48.66
2022-08-23 04:00:00+00:00,412.35,22.42,35.44,55.19,30.34,32.1,47.37,36.33,190.95,48.75
2022-08-24 04:00:00+00:00,413.67,22.48,35.41,55.17,30.18,32.06,47.12,36.45,192.41,48.75
2022-08-25 04:00:00+00:00,419.51,22.87,35.82,55.8,30.44,32.21,47.63,36.84,195.4,50.79
2022-08-26 04:00:00+00:00,405.31,22.44,34.96,54.44,29.76,32.01,46.54,35.59,188.98,50.38
2022-08-29 04:00:00+00:00,402.63,22.36,34.98,53.89,29.73,32.29,45.92,35.71,187.24,49.95
2022-08-30 04:00:00+00:00,398.21,22.05,34.13,53.83,29.29,31.22,45.17,35.6,184.62,48.79
2022-08-31 04:00:00+00:00,395.18,21.91,33.69,53.59,28.91,30.52,44.25,35.33,183.5,49.69
2022-09-01 04:00:00+00:00,396.42,21.73,33.36,52.95,28.42,30.46,44.68,34.8,181.5,49.22
2022-09-02 04:00:00+00:00,392.24,21.77,33.66,52.37,28.41,30.87,45.58,34.46,180.09,48.32
2022-09-06 04:00:00+00:00,390.76,21.47,33.28,51.55,28.66,30.25,45.0,34.56,178.31,47.39
2022-09-07 04:00:00+00:00,397.78,21.46,33.67,51.47,28.63,30.53,45.49,35.3,182.19,48.05
2022-09-08 04:00:00+00:00,400.38,21.66,34.04,52.09,28.61,30.5,45.88,35.13,183.71,47.43
2022-09-09 04:00:00+00:00,406.6,22.35,34.89,53.07,29.32,31.49,46.66,36.1,187.4,48.36
2022-09-12 04:00:00+00:00,410.97,22.59,35.38,53.09,29.8,32.16,47.75,36.94,189.67,49.06
2022-09-13 04:00:00+00:00,393.1,21.62,34.26,51.34,28.87,30.82,46.31,35.52,182.25,47.43
2022-09-14 04:00:00+00:00,394.6,21.58,34.44,52.08,28.88,30.85,46.46,35.68,182.96,47.51
2022-09-15 04:00:00+00:00,390.12,21.41,33.98,51.67,28.57,30.33,46.2,35.32,181.63,47.12
2022-09-16 04:00:00+00:00,385.56,21.24,33.56,51.63,28.37,30.0,45.96,35.08,178.99,46.19
2022-09-19 04:00:00+00:00,388.55,21.44,33.97,51.8,28.49,31.27,46.6,35.24,180.52,46.3
2022-09-20 04:00:00+00:00,384.09,21.2,33.33,51.26,28.09,31.51,46.87,34.38,178.06,46.02
2022-09-21 04:00:00+00:00,377.39,20.77,32.76,50.67,27.81,31.24,46.82,33.86,175.34,44.66
2022-09-22 04:00:00+00:00,374.22,20.73,32.38,51.07,27.74,32.2,46.3,33.7,171.39,44.4
2022-09-23 04:00:00+00:00,367.95,19.95,31.3,50.04,26.25,30.74,44.92,32.4,167.31,43.58
2022-09-26 04:00:00+00:00,364.31,19.79,30.73,49.23,25.78,29.29,43.81,31.97,164.17,43.79
2022-09-27 04:00:00+00:00,363.38,19.62,30.72,48.82,25.64,29.17,44.22,31.71,164.73,43.62
2022-09-28 04:00:00+00:00,370.53,20.19,31.54,49.74,26.25,29.31,45.27,32.52,169.94,43.96
2022-09-29 04:00:00+00:00,362.79,20.0,31.08,49.26,26.18,28.97,44.84,32.01,166.13,42.88
2022-09-30 04:00:00+00:00,357.18,19.62,30.76,48.85,26.21,29.63,44.23,31.98,164.92,42.56
2022-10-03 04:00:00+00:00,366.61,20.18,31.92,49.73,26.87,32.55,45.26,32.73,169.29,42.8
2022-10-04 04:00:00+00:00,377.97,20.84,33.04,51.32,27.89,32.68,46.0,34.5,176.0,44.51
2022-10-05 04:00:00+00:00,377.09,20.78,32.54,50.78,27.47,32.82,45.37,34.01,174.7,44.73
2022-10-06 04:00:00+00:00,373.2,20.46,31.78,50.32,26.79,32.86,45.76,33.26,173.72,44.27
2022-10-07 04:00:00+00:00,362.79,20.14,31.17,49.81,26.64,32.46,45.43,32.49,168.61,43.1
2022-10-10 04:00:00+00:00,360.02,19.9,30.86,49.61,26.46,32.45,45.41,32.37,167.67,41.64
2022-10-11 04:00:00+00:00,357.74,19.62,30.44,49.1,25.95,31.66,45.52,31.96,167.72,40.64
2022-10-12 04:00:00+00:00,356.56,19.62,30.35,48.74,26.0,31.37,45.64,31.86,167.26,40.63
2022-10-13 04:00:00+00:00,365.97,20.09,31.21,49.17,26.86,31.58,45.77,32.795,171.4,40.45
2022-10-14 04:00:00+00:00,357.63,19.58,30.47,48.46,26.27,30.61,45.21,32.35,166.81,39.96
2022-10-17 04:00:00+00:00,366.82,19.97,31.29,48.95,26.99,31.26,46.25,33.51,172.13,41.13
2022-10-18 04:00:00+00:00,371.13,20.07,31.57,48.78,27.07,32.1,46.27,33.98,174.17,40.98
2022-10-19 04:00:00+00:00,368.5,19.94,31.33,48.48,26.78,32.28,46.02,33.48,171.21,39.3
2022-10-20 04:00:00+00:00,365.41,19.92,31.17,48.44,26.78,32.86,46.28,33.49,169.03,39.54
2022-10-21 04:00:00+00:00,374.29,20.4,31.96,49.29,27.19,34.09,47.43,34.16,172.7,39.9
2022-10-24 04:00:00+00:00,378.87,20.24,31.89,48.97,27.26,31.98,48.06,34.47,173.44,36.05
2022-10-25 04:00:00+00:00,384.92,20.64,32.43,50.09,27.66,31.44,49.04,35.33,178.17,36.7
2022-10-26 04:00:00+00:00,382.02,20.87,32.85,50.38,28.08,30.7,49.43,35.69,179.05,38.33
2022-10-27 04:00:00+00:00,379.98,20.76,32.99,49.75,28.04,31.63,49.26,35.315,179.09,37.36
2022-10-28 04:00:00+00:00,389.02,20.79,33.12,50.28,28.33,31.45,49.78,35.73,183.16,36.26
2022-10-31 04:00:00+00:00,386.21,20.72,33.03,49.99,28.04,32.67,50.57,35.21,183.33,35.58
2022-11-01 04:00:00+00:00,384.52,21.01,33.16,50.37,28.36,33.15,51.59,35.51,183.58,37.12
2022-11-02 04:00:00+00:00,374.87,20.63,32.55,50.04,27.86,32.17,50.72,34.68,177.49,37.42
2022-11-03 04:00:00+00:00,371.01,20.32,32.34,49.9,27.64,33.05,51.33,34.33,176.3,37.93
2022-11-04 04:00:00+00:00,376.35,21.33,33.35,50.87,28.81,33.87,52.82,36.12,178.68,40.69
2022-11-07 05:00:00+00:00,379.95,21.28,33.47,51.16,28.75,32.36,52.45,36.38,179.49,40.66
2022-11-08 05:00:00+00:00,382.0,21.49,33.81,51.9,28.96,32.67,52.31,36.83,179.56,40.6
2022-11-09 05:00:00+00:00,374.13,21.05,33.02,51.02,28.37,31.68,51.88,36.38,174.63,39.07
2022-11-10 05:00:00+00:00,394.69,22.33,34.69,53.87,29.79,29.61,53.13,38.52,185.38,41.25
2022-11-11 05:00:00+00:00,398.51,22.8,35.04,54.94,29.87,30.64,53.61,39.5,186.9,42.87
2022-11-14 05:00:00+00:00,395.12,22.52,34.57,54.19,29.71,30.81,53.58,39.12,184.81,43.15
2022-11-15 05:00:00+00:00,398.49,22.88,34.81,54.55,29.92,30.92,53.6,39.36,187.55,45.31
2022-11-16 05:00:00+00:00,395.45,22.72,34.66,54.36,30.07,29.73,53.66,39.36,184.25,44.5
2022-11-17 05:00:00+00:00,394.24,22.68,34.55,54.26,30.12,29.48,53.32,39.39,182.54,45.31
2022-11-18 05:00:00+00:00,396.03,22.76,34.54,54.24,30.27,29.47,53.35,39.51,183.72,44.06
2022-11-21 05:00:00+00:00,394.59,22.51,34.36,53.8,30.13,30.12,53.03,39.135,182.76,43.33
2022-11-22 05:00:00+00:00,399.9,22.86,35.05,54.95,30.59,29.47,53.7,39.65,184.71,42.91
2022-11-23 05:00:00+00:00,402.42,23.17,35.17,55.58,31.03,29.6,54.27,39.98,185.19,43.36
2022-11-25 05:00:00+00:00,402.33,23.27,35.33,55.96,31.14,29.58,54.0,40.2,185.58,42.57
2022-11-28 05:00:00+00:00,395.91,22.85,34.69,55.53,30.75,29.65,53.41,39.56,181.84,43.05
2022-11-29 05:00:00+00:00,395.23,23.07,34.58,55.19,30.98,30.59,52.8,39.68,182.37,44.92
2022-11-30 05:00:00+00:00,407.68,23.69,35.19,55.8,31.53,31.48,53.9,40.54,187.37,47.01
2022-12-01 05:00:00+00:00,407.38,23.73,35.41,56.18,31.82,31.22,54.22,40.89,186.96,46.62
2022-12-02 05:00:00+00:00,406.91,23.64,35.2,55.93,31.9,31.32,53.19,40.9,188.05,47.76
2022-12-05 05:00:00+00:00,399.59,23.18,34.43,54.76,31.65,30.25,51.78,40.43,182.87,47.71
2022-12-06 05:00:00+00:00,393.83,23.06,33.89,54.59,31.59,30.73,52.06,40.18,180.07,48.37
2022-12-07 05:00:00+00:00,393.16,23.1,33.86,54.75,31.51,30.52,52.17,40.28,179.54,47.59
2022-12-08 05:00:00+00:00,396.24,23.2,34.09,55.09,31.55,29.97,52.57,40.4,180.84,49.06
2022-12-09 05:00:00+00:00,393.28,23.17,33.85,55.26,31.51,29.94,51.52,40.33,178.62,48.74
2022-12-12 05:00:00+00:00,398.95,23.22,34.01,55.25,31.52,29.12,52.05,40.52,180.72,48.32
2022-12-13 05:00:00+00:00,401.97,23.1,33.73,55.92,31.44,26.5,51.0,40.99,181.38,48.02
2022-12-14 05:00:00+00:00,399.4,23.04,33.56,55.87,31.48,26.47,50.63,40.96,180.19,48.35
2022-12-15 05:00:00+00:00,389.63,22.3,32.78,54.51,30.91,26.36,49.6,39.75,175.68,47.29
2022-12-16 05:00:00+00:00,383.27,22.21,32.42,54.55,30.41,26.21,49.66,39.28,174.37,47.34
2022-12-19 05:00:00+00:00,380.02,22.19,32.15,54.2,30.39,26.78,50.11,39.28,172.01,46.97
2022-12-20 05:00:00+00:00,380.54,22.05,32.44,54.97,30.53,27.8,50.33,39.37,172.92,46.37
2022-12-21 05:00:00+00:00,386.23,22.4,32.89,54.89,30.9,28.01,50.92,39.9,175.9,47.35
2022-12-22 05:00:00+00:00,380.72,22.03,32.44,54.73,30.62,28.21,50.79,39.51,173.6,47.04
2022-12-23 05:00:00+00:00,382.91,22.32,32.85,54.77,30.81,28.79,51.93,39.55,174.39,46.76
2022-12-27 05:00:00+00:00,381.4,22.41,33.03,54.52,30.83,27.83,51.42,39.65,173.22,48.6
2022-12-28 05:00:00+00:00,376.66,22.11,32.4,53.87,30.55,28.42,50.71,39.23,170.53,47.16
2022-12-29 05:00:00+00:00,383.44,22.35,32.98,54.87,30.81,28.16,50.47,39.97,174.85,48.39
2022-12-30 05:00:00+00:00,382.43,22.23,32.73,54.44,30.66,27.97,49.45,39.475,174.36,47.5
2023-01-03 05:00:00+00:00,380.82,21.97,32.54,54.7,30.77,25.89,50.34,40.01,173.4,49.11
2023-01-04 05:00:00+00:00,383.76,22.55,33.22,54.16,31.12,26.34,51.56,41.08,175.56,52.01
2023-01-05 05:00:00+00:00,379.38,22.23,32.9,53.43,30.98,27.25,52.23,40.71,173.68,51.97
2023-01-06 05:00:00+00:00,388.08,23.02,33.74,54.77,31.69,28.3,53.7,41.86,177.58,52.26
2023-01-09 05:00:00+00:00,387.86,23.01,33.95,54.89,31.79,28.09,54.15,42.28,177.88,52.45
2023-01-10 05:00:00+00:00,390.58,23.04,33.89,54.76,31.86,28.82,54.49,42.62,180.51,52.98
2023-01-11 05:00:00+00:00,395.52,23.36,34.25,55.2,32.0,29.48,55.69,43.08,182.76,53.41
2023-01-12 05:00:00+00:00,396.96,23.83,34.7,56.53,32.37,29.73,56.49,43.71,185.83,53.02
2023-01-13 05:00:00+00:00,398.5,24.01,34.81,56.77,32.62,29.51,56.68,43.92,187.05,53.88
2023-01-17 05:00:00+00:00,397.77,24.13,34.95,57.31,32.68,29.6,56.55,43.84,186.82,53.22
2023-01-18 05:00:00+00:00,391.49,23.86,34.56,57.23,32.61,29.37,56.05,43.59,183.8,52.56
2023-01-19 05:00:00+00:00,388.64,24.06,34.62,57.2,32.69,29.52,56.01,43.32,182.04,53.53
2023-01-20 05:00:00+00:00,395.88,24.38,35.1,57.85,32.76,29.18,56.87,43.75,185.04,54.68
2023-01-23 05:00:00+00:00,400.63,24.55,35.33,57.69,32.76,29.18,57.64,44.05,187.33,55.32
2023-01-24 05:00:00+00:00,400.2,24.62,35.33,58.08,32.46,29.72,58.03,44.06,186.93,55.26
2023-01-25 05:00:00+00:00,400.35,24.86,35.23,58.78,32.62,30.48,58.13,44.29,187.45,55.4
2023-01-26 05:00:00+00:00,404.75,25.02,35.62,58.66,32.74,30.59,58.46,44.42,188.56,56.2
2023-01-27 05:00:00+00:00,405.68,24.94,35.67,58.82,32.58,29.82,58.05,44.26,189.58,56.07
2023-01-30 05:00:00+00:00,400.59,24.69,35.2,58.47,32.52,29.65,57.62,43.93,186.94,53.96
2023-01-31 05:00:00+00:00,406.48,24.86,35.83,58.67,32.57,30.34,57.65,44.34,191.48,53.58
2023-02-01 05:00:00+00:00,410.8,25.12,35.83,58.87,32.68,29.99,58.94,44.99,194.49,54.82
2023-02-02 05:00:00+00:00,416.78,24.94,35.73,58.73,32.37,29.46,57.61,45.25,198.32,53.83
2023-02-03 05:00:00+00:00,412.35,24.53,35.52,58.06,32.22,28.62,56.96,44.71,196.99,52.54
2023-02-06 05:00:00+00:00,409.83,24.3,35.13,57.53,31.93,28.51,56.45,44.13,194.14,51.85
2023-02-07 05:00:00+00:00,415.19,24.54,35.52,58.37,32.24,28.09,56.29,44.38,195.58,52.11
2023-02-08 05:00:00+00:00,410.65,24.35,35.29,57.73,32.26,28.55,55.85,44.1,192.72,51.6
2023-02-09 05:00:00+00:00,407.09,24.28,35.08,57.79,32.49,27.81,56.09,44.27,189.93,52.68
2023-02-10 05:00:00+00:00,408.04,24.17,35.49,58.12,32.37,28.1,56.31,43.8,190.31,51.3
2023-02-13 05:00:00+00:00,412.83,24.47,35.73,58.09,32.83,28.55,57.08,44.39,192.6,52.22
2023-02-14 05:00:00+00:00,412.64,24.43,35.67,57.8,33.05,28.31,57.1,44.63,192.51,51.75
2023-02-15 05:00:00+00:00,413.98,23.94,35.57,57.23,32.8,28.53,57.44,44.73,194.46,51.34
2023-02-16 05:00:00+00:00,408.28,23.84,35.17,57.04,32.65,28.64,58.3,44.59,192.6,51.27
2023-02-17 05:00:00+00:00,407.26,23.69,34.99,57.02,32.81,28.69,58.54,44.73,193.13,50.24
2023-02-21 05:00:00+00:00,399.09,23.46,34.36,56.32,32.79,28.21,57.43,43.96,187.43,49.7
2023-02-22 05:00:00+00:00,398.54,23.35,34.2,55.9,32.46,28.2,57.86,43.73,187.94,49.4
2023-02-23 05:00:00+00:00,400.66,23.36,34.23,56.46,32.54,28.55,57.74,44.1,189.28,49.12
2023-02-24 05:00:00+00:00,396.38,22.92,34.1,55.62,32.25,27.69,57.21,43.14,187.51,47.76
2023-02-27 05:00:00+00:00,397.73,23.01,34.28,56.15,32.63,27.64,57.55,43.87,188.17,48.37
2023-02-28 05:00:00+00:00,396.26,22.88,34.05,55.94,32.28,27.27,57.64,43.58,188.18,47.86
2023-03-01 05:00:00+00:00,394.74,23.09,34.24,56.03,32.48,27.49,59.1,43.87,188.42,49.71
2023-03-02 05:00:00+00:00,397.81,23.1,34.38,56.09,32.5,27.06,58.76,43.91,188.87,50.42
2023-03-03 05:00:00+00:00,404.19,23.48,34.84,57.38,32.72,27.25,60.31,44.61,191.5,50.51
2023-03-06 05:00:00+00:00,404.47,23.25,34.66,57.38,32.51,27.68,59.8,44.63,188.7,49.84
2023-03-07 05:00:00+00:00,398.27,22.74,33.9,56.87,31.87,27.34,58.5,43.81,186.51,48.75
2023-03-08 05:00:00+00:00,398.92,22.92,33.91,57.57,32.05,28.19,59.41,43.96,186.6,48.38
2023-03-09 05:00:00+00:00,391.56,22.65,33.38,57.47,31.79,27.71,58.39,43.46,181.41,46.67
2023-03-10 05:00:00+00:00,385.91,22.25,32.87,56.78,31.57,27.02,56.98,43.11,176.18,46.73
2023-03-13 04:00:00+00:00,385.36,22.11,32.74,56.24,31.37,26.6,55.54,42.65,173.31,47.13
2023-03-14 04:00:00+00:00,391.73,22.42,33.05,56.08,31.69,26.65,56.6,43.5,176.52,47.39
2023-03-15 04:00:00+00:00,389.28,21.84,32.32,54.94,30.5,26.3,54.78,41.79,173.61,46.64
2023-03-16 04:00:00+00:00,396.11,22.1,32.7,56.06,30.9,26.85,55.91,42.52,175.98,47.19
2023-03-17 04:00:00+00:00,389.99,21.97,32.36,55.71,30.43,26.38,54.59,41.85,171.23,47.04
2023-03-20 04:00:00+00:00,393.74,22.18,32.81,56.52,31.08,26.19,55.18,42.66,173.45,46.86
2023-03-21 04:00:00+00:00,398.91,22.26,32.93,56.87,31.53,26.25,56.23,43.59,176.65,47.59
